"publ_id","publ_titulo","publ_ano","publ_doi","publ_numero","publ_volumen","publ_paginainicio","publ_paginafinal","publ_issn"
8807,"Challenges and opportunities for improving eco-efficiency of tropical forage-based systems to mitigate greenhouse gas emissions","2013","10.17138/tgft(1)156-167","2","1","156","156","['2346-3775']"
8808,"Challenges and opportunities for the production of lactic acid bacteria inoculants aimed for ensiling processes","2021","10.1080/07388551.2021.1988508",NULL,NULL,"1","17","['0738-8551', '1549-7801']"
8798,"Changes in melatonin concentrations in seminal plasma are not correlated with testosterone or antioxidant enzyme activity when rams are located in areas with an equatorial photoperiod","2019","10.1016/j.anireprosci.2018.11.007",NULL,"200","22","30","['0378-4320']"
8809,"Changes in the Microbial Metabolism of Agricultural Tropical Soils Amended with Sugarcane Vinasses","2019","10.1007/s12355-019-00701-4","2","21","364","369","['0972-1525', '0974-0740']"
8810,"Changing human–ecological relationships and drivers using the Quesungual agroforestry system in western Honduras","2010","10.1017/s1742170510000074","3","25","219","227","['1742-1705', '1742-1713']"
8811,"Characterisation of a Colombian granulovirus (Baculoviridae:<i>Betabaculovirus</i>) isolated from<i>Spodoptera frugiperda</i>(Lepidoptera: Noctuidae) larvae","2014","10.1080/09583157.2014.933312","11","24","1265","1285","['0958-3157', '1360-0478']"
8812,"Characterisation of amphimictic and parthenogenetic populations of Pratylenchus bolivianus Corbett, 1983 (Nematoda: Pratylenchidae) and their phylogenetic relationships with closely related species","2016","10.1163/15685411-00002981","6","18","651","678","['1388-5545', '1568-5411']"
6304,"Characteristics regarding the consumer of giant squid from Baja California Sur, Mexico||Caracterización del consumidor de calamar gigante en Baja California Sur, México","2015",NULL,NULL,NULL,NULL,NULL,NULL
9572,"Characterization and diversity of trees scattered in pastures of a tropical dry forest landscape in the Colombian Caribbean","2021",NULL,"7","33",NULL,NULL,"1213784"
6270,"Characterization and role of Amazonian fruit crops on family farms in the provinces of Sucumbíos and Orellana, Ecuador||Caracterización y rol de los frutales amazónicos en fincas familiares en las provincias de Sucumbíos y Orellana (Ecuador)||Caracterização e papel das frutíferas amazônicas em fazendas familiares nas províncias de Sucumbíos e Orellana, Equador","2018",NULL,NULL,NULL,NULL,NULL,NULL
8813,"Characterization and selection of Citrus sinensis Osbeck cv. Margaritera parental trees for repopulation in the Mompox depression region, Colombia","2018","10.15446/agron.colomb.v36n2.69634","2","36","103","113","['2357-3732', '0120-9965']"
8814,"Characterization of a new strain of <i>Metarhizium novozealandicum</i> with potential to be developed as a biopesticide","2021","10.1080/21501203.2021.1935359","4","12","261","278","['2150-1203', '2150-1211']"
9384,"Characterization of Citrus tristeza virus isolates from Colombia","2013",NULL,"1","28","45","53",NULL
9573,"Characterization of diazotrophic bacteria non-symbiotic associated with eucalyptus (Eucalyptus sp.) in Codazzi, Cesar (Colombia)","2010",NULL,"3","15","107","120","0120548X"
8815,"Characterization of diazotrophic phosphate solubilizing bacteria as growth promoters of maize plants","2013","10.15446/rev.colomb.biote.v15n2.36303","2","15","115","115","['1909-8758', '0123-3475']"
9574,"Characterization of eggplant producers in the Caribbean region of Colombia: Socio-economic aspects and local production technology","2020",NULL,"1","38","133","145","1209965"
9575,"Characterization of granular biopesticide prototypes based on Metarhizium anisopliae for the control of Ancognatha scarabaeoides (coleóptera: Melolonthidae)","2004",NULL,"1","30",NULL,NULL,"1200488"
8816,"Characterization of multistrata silvopastoral systems on seasonally dry pastures in the Caribbean Region of Colombia","2001","10.1023/a:1013384706085","2","53","215","225","['0167-4366']"
8817,"Characterization of Pathogenic and Nonpathogenic Fusarium oxysporum Isolates Associated with Commercial Tomato Crops in the Andean Region of Colombia","2020","10.3390/pathogens9010070","1","9","70",NULL,"['2076-0817']"
6260,"Characterization of physiological races of Phytophthora infestans (Mont.) de Bary in lulo (Solanum quitoense Lam.)||Caracterización de razas fisiológicas de Phytophthora infestans (Mont.) de Bary en lulo (Solanum quitoense Lam.)","2012",NULL,NULL,NULL,NULL,NULL,NULL
9576,"Characterization of promising potato clones (Solanum tuberosum L. subspecies andigena) for starch extraction","2012",NULL,"3","30","326","334","1209965"
8818,"CHARACTERIZATION OF RHODOTORULA GLUTINIS AND PICHIA ONYCHIS ISOLATES WITH POTENTIAL AS BIOPESTICIDES FOR CONTROLLING BOTRYTIS CINEREA","2011","10.17660/actahortic.2011.905.16","905","905","155","160","['0567-7572', '2406-6168']"
6992,"Characterization of Single Nucleotide Polymorphisms in the Promoter Region of the Bovine Paraoxonase 1 (PON1) Gene Affecting Serum Enzyme Activity in Dairy Cows -","2015","10.1016/j.tvjl.2015.04.028",NULL,"205","101","103","1090-0233"
10389,"Characterization of the creole-rice production system in La Mojana, Colombia","2021","10.19053/01228420.v18.n2.2021.11610","2","18","67","82","0122-8420"
9577,"Characterization of the estrous cycle by means of profiles of steroids (progesterone, 17 β-estradiol) in the Costeño Con Cuernos breed (Bos taurus) in the Colombian tropics","2007",NULL,"9","19",NULL,NULL,"1213784"
9578,"Chemical and agronomic characterization of sewage water from the Castellano deposit, Pinar del Río","2018",NULL,"3","39","11","17",NULL
9579,"Chemical and agronomic characterization of Tapaste river water, located at the source of the Almendares-Vento Basin","2021",NULL,"3","42","e01",NULL,NULL
9848,"Chemical Characterization of Quality-Related Compounds in Cocoa Matrices: An Overview of Analytical Methods Applied for Their Analysis","2021","10.1080/10408347.2021.1971511",NULL,NULL,NULL,NULL,"10408347"
6239,"Chemical composition and distribution of dry matter in genotypes of banana and plantain fruits||Composición química y distribución de materia seca del fruto en genotipos de plátano y banano||Composição química e distribuição de matéria seca do fruto em genótipos de banana cumprida e banana","2016",NULL,NULL,NULL,NULL,NULL,NULL
8803,"Chemical Composition of Ground Pearl (Eurhizococcus colombianus) Cysts","2008","10.3390/molecules13010190","1","13","190","194","['1420-3049']"
8819,"Chemometric approaches for postharvest quality tracing of cocoa: An efficient method to distinguish plant material origin","2019","10.1016/j.heliyon.2019.e01650","5","5","e01650",NULL,"['2405-8440']"
8820,"Chlamydospores production enhancement of Duddingtonia flagrans in a solid-state fermentation system","2021","10.15446/dyna.v88n216.85978","216","88","152","159","['2346-2183', '0012-7353']"
9849,"Chlorophyll fluorescence and its relationship with physiological stress in Chenopodium quinoa Willd.","2020","10.15835/nbha48412059","4","48","1742","1755",NULL
6435,"Ciclo de vida de Euschistus rufimanus (Stall) (Hemiptera : Pentatomidae) plaga del maíz en los Llanos Orientales de Colombia","2008","10.21930/rcta.vol9_num1_art:104",NULL,NULL,NULL,NULL,"2500-5308 (e-issn)||0122-8706"
8268,"Ciclo de vida y descripción morfológica de Heilipus lauri Boheman (Coleoptera: Curculionidae) en Colombia -","2017",NULL,NULL,"33","231","242","2448-8445"
8821,"Citrus Juice Extraction Systems: Effect on Chemical Composition and Antioxidant Activity of Clementine Juice","2012","10.1021/jf203353h","3","60","774","781","['0021-8561', '1520-5118']"
9580,"Citrus leprosis virus cytoplasmic type 2 (CiLV-C2) detection in Meta and Casanare States","2014",NULL,"2","15","207","217",NULL
6251,"Citrus leprosis virus cytoplasmic type 2 (CiLV-C2) detection in Meta and Casanare States||Detección del virus de la leprosis de los cítricos tipo 2 citoplasmático (CiLV-C2) en los departamentos de Meta y Casanare","2015",NULL,NULL,NULL,NULL,NULL,NULL
9581,"Citrus tristeza virus (CTV) influence on the behavior of Tahiti lime (Citrus latifolia Tanaka) grafted on six rootstocks in the plain piedmont of Colombia (1997-2008)","2013",NULL,"1","14","33","38",NULL
8822,"Citrus Viroids: Symptom Expression and Performance of Washington Navel Sweet Orange Trees Grafted on Carrizo Citrange","2015","10.1094/pdis-05-14-0457-re","1","99","125","136","['0191-2917', '1943-7692']"
4691,"CL50 y variación de la patogenicidad en aislamientos de Beauveria bassiana y Metarhizium anisopliae evaluados en poblaciones de Premnotrypes vorax.","2003",NULL,"1",NULL,"49","54",NULL
8824,"Climate and geochemistry as drivers of eucalypt diversification in Australia","2017","10.1111/gbi.12235","3","15","427","440","['1472-4677']"
9582,"Climate change and outbreaks of southern pine beetle Dendroctonus frontalis in Honduras","2010",NULL,"1","19","70","76","11317965"
8826,"Climate-smart crop-livestock systems for smallholders in the tropics: Integration of new forage hybrids to intensify agriculture and to mitigate climate change through regulation of nitrification in soil","2014","10.17138/tgft(2)130-132","1","2","130","130","['2346-3775']"
8825,"Climate Vulnerability Assessment of the Espeletia Complex on Páramo Sky Islands in the Northern Andes","2020","10.3389/fevo.2020.565708",NULL,"8",NULL,NULL,"['2296-701X']"
9583,"Climatic characteristics and water balance of the Tahiti acid lime (Citrus latifolia Tanaka) in five production locations of Colombia","2014",NULL,"2","8","217","229",NULL
4821,"Clonación del gen de la cápside protéica de una cepa colombiana del virus del mosaico del pepino (CMV) para su expresión en plantas por transformación mediante Agribacterium.","1997",NULL,"1",NULL,"58","59",NULL
8827,"CLONAL PROPAGATION OF ONCIDIUM THROUGH THE CULTURE OF FLORAL BUDS","1999","10.17660/actahortic.1999.482.46","482","482","315","320","['0567-7572', '2406-6168']"
10011,"Clones de Hevea brasiliensis de alta productividad caracterizados por resistencia a Microcyclus ulei en jardin clonal en el magdalena medio colombiano","2015","10.1590/0100-5405/1985","2","41","115","120","['0100-5405']"
10196,"Cocoa pods ripeness estimation, using convolutional neural networks in an embedded system","2020","10.29375/25392115.40 30","2","21","42","55","2539-2115"
8828,"Coffee Farm Diversity and Landscape Features Influence Density of Colonies of Atta cephalotes (Hymenoptera: Formicidae)","2011","10.1603/ec10233","1","104","164","172","['0022-0493', '0022-0493']"
8829,"Coffee Production and Women's Empowerment in Colombia","2019","10.17730/0018-7259.78.1.64","1","78","64","74","['0018-7259', '1938-3525']"
8831,"Co-inoculation with an arbuscular mycorrhizal fungus and a phosphate-solubilizing fungus promotes the plant growth and phosphate uptake of avocado plantlets in a nursery","2017","10.1139/cjb-2016-0224","5","95","539","545","['1916-2790', '1916-2804']"
8833,"Collection season and auxin treatment in the propagation by cuttings of mandarin hybrids","2016","10.1590/1983-40632016v4640211","2","46","215","221","['1983-4063']"
8834,"Colombia a Source of Cacao Genetic Diversity As Revealed by the Population Structure Analysis of Germplasm Bank of Theobroma cacao L.","2017","10.3389/fpls.2017.01994",NULL,"8",NULL,NULL,"['1664-462X']"
10256,"Colombian Creole cattle Sanmartinero, their conservation and sustainable contribution to bovine production in the Colombian Orinoquia","2020",NULL,"3-abr","28","69","86","2075-8359"
9584,"Colombian genetically modified potato lines resistant to Tecia solanivora (Lepidoptera: Gelechiidae) under a confined field","2014",NULL,"2","40","148","157","1200488"
8835,"Colorimetric method as alternative to chromium (III) quantification in cattle feces","2020","10.4025/actascianimsci.v42i1.48096",NULL,"42","e48096","1","['1807-8672', '1806-2636']"
4895,"Combinación de tres niveles de suero de queso con tres niveles de concentrado para cerdos en crecimiento y acabado.","1984",NULL,"1",NULL,"111","119",NULL
8836,"Combining transcriptome analysis and GWAS for identification and validation of marker genes in the <i>Physalis peruviana</i>-<i>Fusarium oxysporum</i> pathosystem","2021","10.7717/peerj.11135",NULL,"9","e11135",NULL,"['2167-8359']"
8837,"Commentary: Is the Focus on “Ecosystems” a Liability in the Research on Nature's Services?","2019","10.3389/fevo.2019.00079",NULL,"7",NULL,NULL,"['2296-701X']"
8838,"Common bean (Phaseolus vulgaris L.) yield response to chemical and biological fertilization in different localities of Colombia","2018","10.15446/rfnam.v71n3.72392","3","71","8573","8579","['2248-7026', '0304-2847']"
8839,"Community aggregated traits disclose functional responses to seasonal resource fluctuations and spatial heterogeneity","2016","10.1111/jvs.12491","2","28","291","302","['1100-9233']"
8840,"Community characteristics of the gut microbiomes of competitive cyclists","2017","10.1186/s40168-017-0320-4","1","5",NULL,NULL,"['2049-2618']"
4886,"Comparación de dos sistemas de cría en machos Lucerna","1990",NULL,"1",NULL,"34","45","0018-8794"
4883,"Comparación de la eficacia y la productividad de tres granulovirus nativos sobre larvas de Tecia solanivora (Povolny) (Lepidoptera: Gelechiidae)","2009","10.21930/rcta.vol10_num2_art:137","2","10","152","158","0122-8706"
4750,"Comparación de la respuesta inmunológica a las proteínas del virus de la estomatitis vesicular entre bovinos vacunados e infectados de manera natural o inducida.","2003",NULL,"1","4","1","5",NULL
4938,"Comparación de tres métodos cuantitativos para evaluar el desarrollo y control de epidemias en plantas.","1993",NULL,"3","28","243","251",NULL
8841,"Comparative analysis of whole flower transcriptomes in the Zingiberales","2018","10.7717/peerj.5490",NULL,"6","e5490",NULL,"['2167-8359']"
8842,"Comparative effectiveness of activated dolomite phosphate rock and biochar for immobilizing cadmium and lead in soils","2021","10.1016/j.chemosphere.2020.129202",NULL,"266","129202",NULL,"['0045-6535']"
8843,"Comparative IFN-? Secretion after Hatching by Bovine Blastocysts Derived Ex Vivo and Completely Produced In Vitro","2007","10.1111/j.1439-0531.2006.00732.x","1","42","68","75","['0936-6768', '1439-0531']"
6299,"Comparative leaf anatomy of lulo (Solanum quitoense Lam.) materials with and without thorns||Anatomía foliar comparativa de materiales de lulo (Solanum quitoense Lam.) con y sin espinas","2008",NULL,NULL,NULL,NULL,NULL,NULL
8844,"Comparative morphology of the larvae of the palm weevils Dynamis borassi (Fabricius) and Rhynchophorus palmarum (Linnaeus) (Curculionidae: Dryophthorinae): Two major pests of peach palms in the Neotropics","2020","10.11606/1807-0205/2020.60.special-issue.27",NULL,"60",NULL,NULL,"['1807-0205', '0031-1049']"
8845,"Comparative suitability of Diaprepes abbreviatus and Pachnaeus litus eggs (Coleoptera: Curculionidae) as hosts for Brachyufens osborni (Hymenoptera: Trichogrammatidae): Implications for their biological control","2013","10.1016/j.biocontrol.2013.04.006","2","66","125","131","['1049-9644']"
8846,"Comparative transcriptomic analysis reveals key components controlling spathe color in Anthurium andraeanum (Hort.)","2021","10.1371/journal.pone.0261364","12","16","e0261364",NULL,"['1932-6203']"
8847,"Comparison Between Machine Learning Models for Yield Forecast in Cocoa Crops in Santander, Colombia","2020","10.19053/01211129.v29.n54.2020.10853","54","29","e10853",NULL,"['2357-5328', '0121-1129']"
9585,"COMPARISON OF INOCULATION METHODS FOR SELECTION OF SOYBEAN GERMPLASM RESISTANT TO Phytophthora sojae (KAUFM. & GERD.)","2021",NULL,"4","44","599","608","1877380"
9850,"Comparison of single-trait and multi-trait animal models to estimate components of (Co) variance and genetic growth parameters in the bovine breed Costeno con Cuernos","2020","10.15381/rivep.v34i1.17380","4","31",NULL,NULL,NULL
8848,"Comparison of the physicochemical quality of Colombian ‘Hass’ avocado fruits (<i>Persea americana</i> Mill) with international quality standards","2020","10.17660/actahortic.2020.1299.47","1299","1299","309","316","['0567-7572', '2406-6168']"
10205,"Comparisson of sampling techniques for Diaphorinacitri Kuwayama in citrus crops of Tolima, Colombia","2020",NULL,"3","35","1","11","2224-4697"
10049,"Compatibilidad in vitro de Isaria fumosorosea (Wize) Brown y Smith (Hypocreales: Clavicipitaceae) con plaguicidas comerciales","2014","10.15446/acag.v63n1.37895","1","63","48","54","['2323-0118', '0120-2812']"
10050,"Compatibilidad in vitro de un bioplaguicida a base de Lecanicillium lecanii (Hypocreales: Clavicipitaceae) con agroquímicos empleados en los cultivos de algodón y berenjena","2013","10.15446/rev.colomb.biote.v15n2.38025","2","15","132","132","['1909-8758', '0123-3475']"
8849,"Compatibility of a biopesticide based on the yeast Rhodotorula mucilaginosa (Lv316) with chemical fungicides used in blackberry crops","2021","10.1007/s10526-021-10119-1","1","67","89","100","['1386-6141', '1573-8248']"
8823,"Compatibility of Ancestral and Innovative Agricultural Practices in the Kankuamo People of Colombia","2021","10.1590/1809-4422asoc20200078r1vu2021l2ao",NULL,"24","1","1","['1809-4422', '1414-753X']"
9587,"Competitiveness of Colombian Cotton in Relation to the Main Producing Countries Through the Focus of Production Costs","2015",NULL,"2","16","189","215",NULL
10320,"Competitividad sistémica del Sistema Agroalimentario Localizado (SIAL) de la piña de El Peñón (Departamento de Bolívar, Colombia)","2019",NULL,"49","25","89","106","2244-8128"
6544,"Competitividad y asimilación de tecnologías de la información y la comunicación (TIC) en pequeños productores de agricultura protegida en Guanajuato, México","2020",NULL,"3","21","1","21",NULL
8830,"Complementary Dynamics of Banana Root Colonization by the Plant Growth-Promoting Rhizobacteria Bacillus amyloliquefaciens Bs006 and Pseudomonas palleroniana Ps006 at Spatial and Temporal Scales","2020","10.1007/s00248-020-01571-0","3","80","656","668","['0095-3628', '1432-184X']"
8851,"Complexity of Genomic Epidemiology of Carbapenem-Resistant <i>Klebsiella pneumoniae</i> Isolates in Colombia Urges the Reinforcement of Whole Genome Sequencing-Based Surveillance Programs","2021","10.1093/cid/ciab777","Supplement_4","73","S290","S299","['1058-4838', '1537-6591']"
10384,"Complexity of Genomic Epidemiology of Carbapenem-Resistant Klebsiella pneumoniae Isolates in Colombia Urges the Reinforcement of Whole Genome Sequencing-Based Surveillance Programs","2021","10.1101/2021.06.21.449250v2",NULL,NULL,"31",NULL,NULL
7685,"Componentes de covarianza y parámetros genéticos para características de crecimiento en una población de ganado Costeño con Cuernos en Colombia-","2015",NULL,NULL,"27",NULL,NULL,"0121-3784"
4855,"Componentes epidemiológicos y herencia del desarrollo lento de la roya de la hoja (Puccinia recondita f. sp. tritici) en trigo.","1999",NULL,NULL,NULL,"19","24",NULL
6325,"Comportamiento agroindustrial de diez variedades de caña de azúcar para producción de panela en Santander, Colombia","2014","10.21930/rcta.vol15_num2_art:358",NULL,NULL,NULL,NULL,NULL
4732,"Comportamiento agronómico del cultivar híbrido RC1 de palma de aceite (Elaeis oleifera x Elaeis guineensis) x Elaeis guineensis.","2007",NULL,"1","8","5","11",NULL
9879,"Comportamiento agronomico y nutricional de genotipos de &lt;i&gt;Brachiaria&lt;/i&gt; spp. manejados con fertilizacion nitrogenada solos y asociados con &lt;i&gt;Pueraria phaseoloides&lt;/i&gt; en condiciones de la altillanura colombiana","2017","10.15446/rfmvz.v64n3.68694","3","64","52","52","['2357-3813', '0120-2952']"
4652,"Comportamiento bioquimico y del intercambio gaseoso del lulo (Solanum quitoense Lam.) a plena exposición solar en el bosque húmedo montano bajo del oriente antioqueño colombiano","2006",NULL,"1","59","3123","3146",NULL
4820,"Comportamiento de la uchuva (Physalis peruviana L.) en poscosecha bajo condiciones de atmósfera modificada activa.","2007",NULL,"1",NULL,"61","68",NULL
4857,"Comportamiento del gorgojo (Situphilus zeamais) Motschulsky en relación a los orificios de salida en diversos genotipos de maíz","1992",NULL,NULL,NULL,"275","281",NULL
4745,"Comportamiento en la fase de vivero de árboles y arbustos con potencial forrajero en el Piedemonte llanero.","1998",NULL,"7","5","37","44",NULL
8057,"Comportamiento fisiológico de gramíneas forrajeras bajo tres niveles de humedad en condiciones de casa malla","2014",NULL,NULL,"19",NULL,"258",NULL
6458,"Comportamiento ingestivo diurno de bovinos de ceba en praderas del pasto Guinea (Panicum maximum cv. Mombasa","2011","10.21930/rcta.vol12_num2_art:228",NULL,NULL,NULL,NULL,"2500-5308 (e-issn)||0122-8706"
9925,"Comportamiento ingestivo diurno y desempeño productivo de corderos suplementados con semilla de algodón y maíz molido","2020","10.19052/mv.vol1.iss39.7","39","1","63","74","['2389-8526', '0122-9354']"
6609,"Comportamiento reológico en pulpa edulcorada de mango (Mangifera indica L. cv. Magdalena river)","2017","10.21930/rcta.vol18_num3_art:748",NULL,NULL,NULL,NULL,"2500-5308 (e-issn)||0122-8706"
4810,"Comportamiento reproductivo y producción de leche en hatos.","1987",NULL,"3","22","127","134",NULL
4831,"Comportamiento reproductivo y producción de leche en hatos Holstein de la sabana de Bogotá","1987",NULL,"3",NULL,"127","0.134","0018-8794"
10002,"Composición de los ácidos grasos de genotipos de Jatropha curcas L., en Colombia","2020","10.15517/am.v31i1.37574",NULL,"31","95","104","['2215-3608']"
6622,"Composición química de pétalos de flores de rosa, girasol y caléndula para su uso en la alimentación humana","2019","10.21930/rcta.vol20_num1_art:1252",NULL,NULL,NULL,NULL,"2500-5308 (e-issn)||0122-8706"
6577,"Composición química y distribución de materia seca del fruto en genotipos de plátano y banano","2016",NULL,"2","17","217","227",NULL
4775,"Composición y peso del cuerpo vacio de cabras gestantes bajo alimentación restringida y ad libitum.","1998",NULL,"1||1","1","46","55",NULL
8852,"Composition and removal of nutrients by the harvested fruit of avocado cv. Hass in Antioquia","2018","10.15446/rfna.v71n2.71929","2","71","8511","8516","['2248-7026', '0304-2847']"
8853,"Computational simulation of concentration by osmotic evaporation of passion fruit juice (Passiflora edullis)","2017","10.19053/01211129.v26.n44.2017.5775","44","26","97","111","['2357-5328', '0121-1129']"
6388,"Concentración de la solución nutritiva y su relación con la producción y calidad de arándano azul","2020",NULL,"3","21","1","14",NULL
6550,"Concentración de los macronutrientes del suelo en áreas de pastoreo del departamento de Caquetá, Amazonia colombiana","2020",NULL,"3","21","1","12",NULL
9927,"Concentraciones séricas de Beta-hidroxibutirato y su asociación con enfermedades posparto en bovinos de leche","2020","10.21897/rmvz.1821","3","25","e1821","46","['1909-0544', '0122-0268']"
10029,"CONDICIONES DE CULTIVO DE LA PLANTA MATRIZ Y USO DEL ÁCIDO INDOLBUTÍRICO EN LA PROPAGACIÓN DEL MANDARINO ‘SUNKI’ BAJO ESTAQUILLA","2016","10.1590/0100-29452016334","2","38",NULL,NULL,"['0100-2945']"
6511,"Conocimiento y uso práctico de plaguicidas en Cuba","2020",NULL,"1","21","1","20",NULL
4726,"Conservación del fruto de banano bocadillo (Musa AA Simmonds) con la aplicación de permanganato de potasio (KMnO)","2012",NULL,"2",NULL,"161","171",NULL
4872,"Conservación de recursos genéticos de la agrobiodiversidad como apoyo al desarrollo de sistemas de producción sostenibles","2009",NULL,"1","10","33",NULL,NULL
4890,"Conservación de Trypanosoma vivax de Colombia a bajas temperaturas.","1979",NULL,"3",NULL,"193","198",NULL
8854,"Conservation and Use of Latin American Maize Diversity: Pillar of Nutrition Security and Cultural Heritage of Humanity","2021","10.3390/agronomy11010172","1","11","172",NULL,"['2073-4395']"
4656,"Consideraciones metodológicas para la tipificación de sistemas de producción bovina a partir de fuentes secundarias.","1998",NULL,NULL,NULL,"6","15",NULL
9589,"Consumer perception of nutritional information in beef","2018",NULL,"4","36","35","43","734675"
9928,"Consumo de agua tratada de producción petrolera en la fertilidad del bovino macho del sistema doble propósito","2019","10.22579/20112629.566","2","23","25","25","['2011-2629', '0121-3709']"
4766,"Consumo hídrico y distancia de siembra optima en papaya hawaiiana para la región caribe.","1999",NULL,"1","1","34","38",NULL
4896,"Contarinia gossypii Felt (Diptera: Cecido myiidae) nueva plaga del algodonero.","1984",NULL,"1-feb",NULL,"34","39",NULL
8856,"Content of Selected Vitamins and Antioxidants in Colored and Nonpigmented Varieties of Quinoa, Barley, and Wheat Grains","2018","10.1111/1750-3841.14334","10","83","2439","2447","['0022-1147']"
8857,"Continental‐scale spatial phylogenetics of Australian angiosperms provides insights into ecology, evolution and conservation","2016","10.1111/jbi.12797","11","43","2085","2098","['0305-0270', '1365-2699']"
8858,"Continuous rate modeling of bacterial stochastic size dynamics","2021","10.1103/physreve.104.044415","4","104",NULL,NULL,"['2470-0045', '2470-0053']"
8859,"Contrasting patterns of diversification in a bird family (Aves: Gruiformes: Rallidae) are revealed by analysis of geospatial distribution of species and phylogenetic diversity","2018","10.1111/ecog.03783","3","42","500","510","['0906-7590']"
6352,"Contribución de esquemas de fertilización orgánica y convencional al crecimiento y producción de Theobroma cacao L. bajo arreglo agroforestal en Rivera (Huila, Colombia)","2016","10.21930/rcta.vol16_num2_art:375",NULL,NULL,NULL,NULL,"2500-5308 (e-issn)||0122-8706"
9590,"Contribution of animal genetic improvement to livestock systems resilience","2019",NULL,NULL,NULL,"103","108",NULL
4805,"Control biológico de tres hongos causantes de enfermedades en coliflor y pepino cohombro.","1990",NULL,"3","25","149","156",NULL
9591,"Control of Tecia solanivora (Lepidoptera: Gelechiidae) through its pheromone for mating disruption","2008",NULL,"1","34","68","75","1200488"
4879,"Control químico de enfermedades foliares para la producción de semilla de repollo (Brassica olerácea var. Capitata) en el oriente antioqueño.","1993",NULL,"3","28","205","213",NULL
4757,"Control químico de la antracnosis del ñame causada por Colletotrichum gloeosporioides, Penz.","1987",NULL,"4","22","178","185",NULL
4797,"Corpoica alerta sobre el riesgo de enfermedades en cultivos.","2011",NULL,"147",NULL,"1",NULL,"1657-5482"
9592,"Corpoica Guayuriba 9: New improved soybean (Glycine max Merril) variety with specific adaptation to the Colombian foothills","2017",NULL,"2","66",NULL,NULL,"1202812"
9593,"Corpoica H5: the first high quality protein (QPM) hybrid maize for Colombian eastern plains","2014",NULL,"2","15","173","182",NULL
6257,"Corpoica H5: the first high quality protein (QPM) hybrid maize for Colombian eastern plains||Corpoica H5: primer híbrido de maíz amarillo de alta calidad de proteína (QPM) para la altillanura plana colombiana","2014",NULL,NULL,NULL,NULL,NULL,NULL
9594,"Correlation among yield, phenotipic stability and simultaneus selection in cotton (Gossypium hirsutum L.)","2017",NULL,"1","22","21","30",NULL
8861,"Correlation between protein concentration and bacterial cell size can reveal mechanisms of gene expression","2020","10.1088/1478-3975/ab891c","4","17","45002",NULL,"['1478-3967', '1478-3975']"
8764,"Corrigendum:","2015","10.1093/jxb/erv473",NULL,"68","erv473","5979","['0022-0957', '1460-2431']"
8862,"Cospeciation of gut microbiota with hominids","2016","10.1126/science.aaf3951","6297","353","380","382","['0036-8075', '1095-9203']"
8864,"Counts, Serovars, and Antimicrobial Resistance Phenotypes of Salmonella on Raw Chicken Meat at Retail in Colombia","2014","10.4315/0362-028x.jfp-13-276","2","77","227","235","['0362-028X', '1944-9097']"
9595,"Covariance components and genetic parameters for growth traits in a population of ""Coastal Costeño con Cuernos"" cattle in Colombia","2015",NULL,"1","27",NULL,NULL,"1213784"
8865,"Cover crop species and mycorrhizal colonization on soil phosphorus dynamics","2021","10.1016/j.rhisph.2021.100396",NULL,"19","100396",NULL,"['2452-2198']"
10203,"Cowpea bean (Vigna unguiculata L. Walp): socioeconomic and technological perspective in the Colombian Caribbean","2020","10.19053/01228420.v17.n2.2020.10644","2","17","12","22.202","0122-8420"
6387,"Crecimiento de cuatro genotipos de cuyes (Cavia porcellus) bajo dos sistemas de alimentación","2020",NULL,"3","21","1","16",NULL
10034,"Crecimiento de terneras F1 y F2 Kiwi Cross x Holstein","2021","10.15517/am.v32i1.41399",NULL,"32","224","235","['2215-3608', '1659-1321']"
6411,"Crecimiento en vivero de las palmas aceiteras Elaeis oleífera x Elaeis guineensis y Elaeis guineensis x Elaeis guineensis en Tumaco Colombia","2016","10.21930/rcta.vol16_num2_art:370",NULL,NULL,NULL,NULL,"2500-5308 (e-issn)||0122-8706"
4730,"Crecimiento fetal y de otros componentes del útero grávito en cabras mestizas","1992",NULL,"2",NULL,"210","217",NULL
6422,"Crecimiento y desarrollo del fruto de lulo (Solanum quitoense Lam.) en el municipio de San Antonio del Tequendama (Colombia)","2016","10.21930/rcta.vol17_num3_art:512",NULL,NULL,NULL,NULL,"2500-5308 (e-issn)||0122-8706"
4802,"Cría y evaluación de la capacidad de depredación de Chrysoperla externa sobre Neohydatothrips signifer, trips plaga del cultivo de maracuyá","2010","10.21930/rcta.vol11_num1_art:192","1","11","31","40","0122-8706"
4904,"Crioperservación de aislados nativos de la bacteria ruminal Fibrobacter succinogenes.","2004",NULL,"1",NULL,"60","63",NULL
9931,"Criterios de inaplicabilidad de la Circular Reglamentaria 002 de 2015 proferida por la Unidad Administrativa Especial de la Aeronáutica Civil (UAEAC) en la agricultura de precisión y otras aplicaciones ambientales y geográficas","2017","10.22579/20112629.418","2","21","51","56","['2011-2629', '0121-3709']"
10142,"Criterios de selección en líneas de tomate con hábito de crecimiento determinado","2020","10.15517/am.v31i1.37093",NULL,"31","1","11","['2215-3608']"
